"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.49 PM.jpeg","VG-124-606-0002-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/VG-124-606-0002-HT.jpeg","HI 39 OD 70 HUATAI' GENUINE PARTS U, S. ASIA ECONOWC TRADE COOPERATION CC•AULTIEE US NJP-.ENA:.-GYX VG-124 606 0002-HT HT2265 BELT TENSIONE USE IOPK BELT"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.50 PM (2).jpeg","VG-156-003-7033-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/VG-156-003-7033-HT.jpeg","35 HUATAI' ENGINE BEARING BKFLAABLLIJ UJATYHA U S COUVITE VG-156 003 7033-HT HT1103 C/R BRG STD WD615.47 36X89"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.50 PM.jpeg","1302395801","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text. | Unhyphenated product number needs manual confirmation.","assets/img/products/1302395801.jpeg","HUATAI MADE IN CHINA K 1302395801 ENGINE REPAIR KIT 1 SET TD226BL/WP6G HT1771H 6 976 SSS 295720 HUATAI' ENGINE REPAIR KIT NPOKFLAAKV1 AM ECONOMIC MWTTEE THE US 0000 00 E•EP WP6G-OHG-HT HT1771 0/H GASKET WP6G"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.51 PM (1).jpeg","612600062371-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/612600062371-HT.jpeg","HI 40 OD 70 HUATAI' GENUINE PARTS US 612600062371-HT HT2284 BELT TANSIONER DAYUN 6X2 TONLY"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.51 PM (2).jpeg","","Water Pump Assembly","No reliable product number candidate found.","","assets/img/products/REVIEW-2AC84389BABD.jpeg","IOPK 192 HUATAI CHINA AUTO PARTS SPECIAL'S' 111 75 60 OD 67 ID 55 1307010CM50-02000-HT HT1905 W/PUMP ASSY FAW CAI 6DM-M50"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.51 PM.jpeg","VG-150-001-0006-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/VG-150-001-0006-HT.jpeg","Y 26 HUATAJ• CYLINDER LINER RUNB3A 130 241 135 HUATAI MADE IN CHINA 612630010015/VG1540010006 CYLINDER LINER WEICHAI/SINOTRUK WD615 126/130MM I 9.8KG HT1387H VG-150 001 0006-HT HT1387 LINER WD615.47 ID 126 OD 136/130 L 241 THICK 5M 6 PCS"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.53 PM (2).jpeg","WG-971-923-0023-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/WG-971-923-0023-HT.jpeg","M14 137MM 30MM HUATAI' GENUINE PARTS 60MM 28MM 37MM WG-971 923 0023-HT HT5598 TOP PUMP ASSY HOWO WITH BRAKE TANK PISTON 27M"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.53 PM.jpeg","612630030405","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text. | Unhyphenated product number needs manual confirmation.","assets/img/products/612630030405.jpeg","HUATAI HUATAI' GENUINE PARTS 612630030405-HEAD-HT HT 4347 AIR COMP HEAD WP12.420 SHACMAN"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.54 PM (3).jpeg","VG-156-003-7011-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text.","assets/img/products/VG-156-003-7011-HT.jpeg","HUATAI MADE IN CHINA 612600030011/VGI 560037011 PISTON WEICHAI/SINOTRUK WD615 6 PCS 13.6KG H T 1415H 1124 123 E2-3A. 612600020011 LLG2 24 09 MAOE 'N CHINA ISTON 126 VG-156 003 7011-HT HT1415 PISTON 126M 3R WD615.47 OIL GALLERY COMP 75 HI 123M E 976046225131"
"Imported for review","WhatsApp Image 2026-07-21 at 11.21.54 PM.jpeg","614050048-HT","Manual review required","OCR result needs manual review before import.","Product name could not be identified from OCR text. | OCR dropped a leading digit from the Huatai -HT product number; restored from the matching visible label number in the same image.","assets/img/products/614050048-HT.jpeg","117 24 MIO HUATAI' GENUINE PARTS VG-14050048-HT HT2632 VALVE ROCKER ARM INTAKE WD615.47 & XCMG 5470 ( 614050048 )"
