"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Imported","WhatsApp Image 2026-07-16 at 5.00.13 PM.jpeg","612630040001-HT","Cylinder Head Assembly","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT2205.","assets/img/products/612630040001-HT-F8359A10F7A0.jpeg","Huatai Huatai' 612630040001 CYLINDER HEAD Cylinder Head WEICHAI WP12 aevum 17.5KG 612630040001-HT HT2205 CYL HEAD WP12 24V MADE IN CHINA 1 SET 81 uatai"
"Imported","WhatsApp Image 2026-07-16 at 5.02.11 PM.jpeg","AZ-124-202-0561-HT","Flywheel","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT4334H.","assets/img/products/AZ-124-202-0561-HT-5AAA5EDFAC2F.jpeg","91-1 M16 Huatai MAOE IN CHINA AZ1242020561 Flywheel SINOTRUK DI 2 45.3KG HT4334H ID 62 HI 32 OD 504 561-1 239 17 1/4"" HI 74 AZ-124 202 0561-HT HT4334 FLYWHEEL A7 HOWO 9H 1-1174"
"Imported","WhatsApp Image 2026-07-16 at 5.48.30 PM.jpeg","VG-156-009-0001-HT","Starter Motor","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: VG-156-009-OOOI, HT1990H.","assets/img/products/VG-156-009-0001-HT-8BB0B6C2D4A9.jpeg","3K M12 Huatai' STARTER CTARTEP OD 41 IOT Huatai VG1560090001 Starter SINOTRUK WD615 QD22810 10.8KG HT1990H MADE IN CHINA I pc VG-156 009 OOOI-HT HT1990 STARTER 3H IOT HOWO"
"Imported","WhatsApp Image 2026-07-21 at 11.21.49 PM (1).jpeg","612600091077-HT","Starter Motor","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT3443.","assets/img/products/612600091077-HT-C7D7A1B271C2.jpeg","STARTER CTAPTEP 612600091077-HT HT3443 STARTER 11T WP12 SHACMAN HANVAN"
"Imported","WhatsApp Image 2026-07-21 at 11.21.49 PM.jpeg","VG-124-606-0002-HT","Belt Tensioner","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT2265.","assets/img/products/VG-124-606-0002-HT-EE2C58A7945F.jpeg","HI 39 OD 70 Huatai' GENUINE PARTS U, S. ASIA ECONOwc TRADE COOPERATION cc•aulTIEE US NJP-.ENa:.-gyx VG-124 606 0002-HT HT2265 BELT TENSIONE USE IOPK BELT"
"Imported","WhatsApp Image 2026-07-21 at 11.21.50 PM (1).jpeg","VG-124-605-0021-HT","Intake Valve","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT2117.","assets/img/products/VG-124-605-0021-HT-49A72221ECD6.jpeg","9 43 173 VG-124 605 0021-HT HT2117 IN VALVE 3 KEY D12.420 & WP12 OD 43 L 173 STEM 9"
"Imported","WhatsApp Image 2026-07-21 at 11.21.50 PM (2).jpeg","VG-156-003-7033-HT","Connecting Rod Bearing Set","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT1103.","assets/img/products/VG-156-003-7033-HT-DCB4389C14FB.jpeg","35 Huatai' ENGINE BEARING BKflAAblLIJ UJATYHA U S couviTE VG-156 003 7033-HT HT1103 c/R BRG STD WD615.47 36X89"
"Imported","WhatsApp Image 2026-07-21 at 11.21.50 PM.jpeg","HT1771H","Engine Overhaul Gasket Set","Recognized and added to generated catalogue data.","","assets/img/products/HT1771H.jpeg","Huatai MADE IN CHINA K 1302395801 Engine Repair Kit 1 SET TD226BL/WP6G HT1771H 6 976 sss 295720 Huatai' ENGINE REPAIR Kit nPOKflAAKV1 am ECONOMIC MWTTEE THE US 0000 00 e•ep WP6G-OHG-HT HT1771 0/H GASKET WP6G"
"Imported","WhatsApp Image 2026-07-21 at 11.21.51 PM (1).jpeg","612600062371-HT","Belt Tensioner","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: HT2284.","assets/img/products/612600062371-HT-2851BE9AA715.jpeg","HI 40 OD 70 Huatai' GENUINE PARTS us 612600062371-HT HT2284 BELT TANSIONER DAYUN 6X2 TONLY"
"Imported","WhatsApp Image 2026-07-21 at 11.21.51 PM (2).jpeg","HT1905","Water Pump Assembly","Recognized and added to generated catalogue data.","","assets/img/products/HT1905.jpeg","IOPK 192 Huatai China Auto Parts Special's' 111 75 60 OD 67 ID 55 1307010CM50-02000-HT HT1905 W/PUMP ASSY FAW CAI 6DM-M50"
